hours_studied,attendance,homework_completion,previous_scores,sleep_duration,passed
17.68,60.63,32.72,80.24,8.77,0
10.47,66.23,67.9,48.48,4.14,0
37.17,98.09,49.88,71.8,9.58,1
24.82,55.81,13.46,42.16,7.41,0
29.39,90.79,55.31,94.58,7.76,1
22.19,82.54,90.31,79.62,6.54,1
1.44,61.22,3.96,93.74,4.88,0
30.47,78.46,42.14,46.85,8.92,0
39.17,78.79,17.19,60.88,8.06,1
28.93,52.35,3.58,91.02,4.4,0
32.54,84.43,4.39,96.03,5.9,1
34.21,52.55,53.13,46.21,4.0,0
39.97,78.06,52.31,40.21,9.11,0
12.26,52.19,28.34,52.77,8.0,0
18.53,89.35,66.85,82.9,8.5,1
22.17,98.4,27.61,59.81,6.6,1
6.95,53.4,32.55,66.92,8.31,0
19.76,93.93,0.19,92.45,9.8,1
11.8,89.21,12.0,62.9,9.88,0
33.64,70.53,40.95,46.09,7.9,1
14.54,58.65,46.55,94.08,5.94,0
4.19,87.1,19.1,62.46,4.6,0
1.39,86.75,78.35,99.95,9.37,0
34.56,83.19,54.35,47.24,4.65,1
34.49,65.6,69.65,70.22,4.82,1
37.43,72.72,32.0,74.25,6.02,1
3.83,50.62,57.25,83.3,9.5,0
16.4,66.9,20.02,80.18,5.72,0
17.7,74.38,37.65,46.6,5.53,0
34.57,62.88,57.8,57.57,4.81,1
11.2,78.17,27.93,68.27,4.69,0
12.79,63.39,22.58,50.59,5.2,0
29.58,82.4,51.14,86.64,4.13,1
8.02,78.97,62.61,75.78,5.88,0
25.78,93.2,76.78,77.9,6.66,1
29.95,59.72,77.39,58.56,4.48,0
8.04,87.97,18.47,62.23,9.73,0
9.66,93.7,6.24,91.81,8.06,1
28.29,52.1,61.47,58.83,8.63,0
31.99,70.87,94.99,82.53,4.99,1
38.18,67.38,92.54,74.99,5.74,1
13.04,51.13,76.91,98.9,7.49,0
22.4,88.64,22.27,48.32,6.99,0
6.73,93.92,22.91,54.08,8.57,0
18.04,88.29,55.83,95.98,9.38,1
11.18,86.23,25.16,52.33,5.63,0
14.6,67.71,65.08,71.8,5.52,0
32.33,62.24,82.83,51.12,6.59,1
32.33,74.85,29.05,64.96,8.42,1
28.48,55.03,90.05,98.04,6.02,1
5.82,81.96,42.92,52.01,9.72,0
12.08,80.5,43.78,46.31,4.62,0
37.63,95.11,66.44,99.13,5.55,1
18.65,95.31,80.72,44.83,5.44,1
25.25,98.31,71.62,95.91,7.97,1
1.71,53.41,53.6,79.67,7.01,0
21.2,86.25,83.48,89.17,9.35,1
27.88,65.67,94.6,65.32,6.25,1
3.3,86.53,93.08,42.96,5.81,0
5.5,78.01,30.38,78.39,4.94,0
15.37,99.11,38.54,78.42,6.06,1
37.83,73.61,77.26,44.37,7.62,1
10.7,55.94,69.71,57.84,5.09,0
1.84,81.4,69.47,58.5,7.16,0
32.56,72.03,79.14,87.71,8.45,1
34.12,66.58,70.53,76.28,5.68,1
21.93,80.23,27.6,46.59,4.77,0
35.83,92.41,56.51,42.66,9.21,1
7.98,62.13,34.02,62.51,9.91,0
11.71,83.74,29.93,68.96,9.49,0
1.8,86.76,31.08,84.32,5.49,0
23.75,98.14,39.88,46.83,9.94,1
35.61,60.84,42.28,52.99,8.82,1
24.65,75.7,28.73,88.4,7.22,1
4.13,85.02,64.36,46.28,8.09,0
28.04,52.45,76.95,43.6,8.63,0
27.36,93.5,55.69,82.72,4.0,1
7.5,67.05,66.07,41.87,7.57,0
33.33,83.79,21.58,85.73,8.99,1
36.58,70.21,68.83,55.05,4.42,1
16.28,94.89,99.25,70.29,8.17,1
13.04,90.35,35.15,99.17,8.96,1
23.41,73.37,19.75,49.91,6.42,0
38.93,97.43,29.15,79.58,8.39,1
29.27,88.45,22.45,62.7,8.07,0
31.81,71.64,57.33,81.99,4.47,0
30.97,94.34,94.57,80.95,8.29,1
38.32,76.46,5.51,49.44,6.09,0
32.83,77.96,83.11,67.89,8.25,1
11.46,55.49,36.14,83.19,7.77,0
10.02,94.67,35.18,84.5,4.5,0
10.44,69.6,37.29,45.94,4.83,0
9.3,74.02,60.83,47.7,7.5,0
9.12,99.39,15.26,73.58,4.56,0
37.45,91.29,91.86,68.95,6.34,1
38.11,55.76,38.36,88.92,9.1,0
4.5,88.67,71.83,83.39,9.42,0
3.5,61.78,98.13,76.28,4.4,0
34.42,58.28,60.93,66.45,9.85,0
22.99,91.02,83.17,96.53,7.0,1
9.25,76.87,21.77,77.12,7.41,0
19.01,73.59,10.81,97.79,7.22,1
3.88,55.41,39.16,64.24,8.7,0
39.31,54.71,34.21,99.57,5.45,1
6.46,70.03,11.54,98.49,9.17,0
32.46,97.04,50.29,77.88,9.41,1
38.37,60.98,76.54,57.24,4.57,1
28.73,86.04,22.05,55.14,7.95,0
4.45,76.75,36.06,74.31,7.44,0
24.01,77.6,3.68,44.03,5.84,0
6.04,97.56,46.45,52.5,9.21,0
34.81,93.0,94.56,69.89,9.66,1
27.24,92.47,16.49,91.95,9.04,1
37.74,52.6,11.42,63.59,8.58,0
6.69,99.41,12.76,83.27,6.01,0
18.69,97.21,53.17,91.04,5.87,1
22.2,55.44,36.48,92.38,5.12,0
5.23,77.52,72.68,72.1,9.59,0
27.4,51.32,83.02,56.35,8.67,0
23.09,55.33,6.4,80.67,9.63,1
14.57,93.35,97.5,72.52,4.11,1
17.1,52.15,54.54,48.7,8.28,0
32.05,62.93,70.2,93.54,9.01,1
14.9,74.58,89.7,85.29,6.73,0
38.93,63.06,28.36,49.23,5.02,0
36.81,96.69,45.76,74.91,9.28,1
4.05,66.22,91.72,91.74,7.29,0
34.24,85.74,32.2,51.43,4.82,1
27.28,88.66,95.58,73.09,6.92,1
3.16,52.44,63.94,69.41,4.06,0
38.26,69.25,65.01,93.8,8.12,1
33.51,59.83,9.11,72.56,7.41,1
33.47,62.83,38.37,74.76,7.66,1
36.71,70.55,24.7,49.99,4.67,0
36.92,52.78,48.66,53.69,9.24,0
9.54,80.6,76.46,69.71,7.86,1
37.56,59.58,73.04,50.1,4.55,0
2.87,54.23,70.7,79.3,6.05,0
35.38,72.3,25.45,89.45,7.82,1
18.81,67.02,70.03,62.17,9.98,1
33.42,98.75,47.75,86.65,5.55,1
11.65,90.05,48.9,99.32,5.15,1
30.44,63.52,62.17,86.69,8.81,1
32.38,79.58,14.0,68.91,6.39,1
4.16,76.73,93.14,91.66,4.56,0
36.66,59.24,62.1,61.34,9.9,1
32.87,88.23,35.79,77.32,8.82,1
24.22,85.04,57.83,43.07,4.37,1
28.61,56.4,67.68,54.29,6.01,0
14.49,86.24,86.28,53.29,9.68,1
19.35,81.43,51.32,53.26,5.5,1
6.75,50.49,68.72,57.8,6.49,0
20.5,52.58,30.86,76.1,5.65,0
31.53,77.36,38.72,91.33,4.89,1
22.78,54.54,7.71,67.88,4.06,0
6.21,80.35,65.28,71.26,4.57,0
33.35,58.64,65.67,96.27,6.12,0
29.78,84.35,6.21,74.42,9.37,1
2.46,68.49,39.98,85.54,5.6,0
32.39,87.07,9.62,41.95,6.02,1
34.74,59.58,56.39,45.2,8.69,0
20.98,82.67,35.04,49.63,9.57,0
15.77,98.63,77.09,90.49,4.96,1
4.26,74.44,41.8,74.59,4.04,0
33.3,63.96,99.43,75.16,7.43,1
1.14,65.74,70.97,90.02,5.25,0
14.4,59.5,25.86,89.58,9.92,1
13.78,78.66,11.98,78.52,9.61,0
36.57,75.66,72.54,98.4,4.09,1
18.52,77.5,32.88,96.95,6.42,1
35.66,84.17,7.34,62.94,9.04,1
4.48,50.9,57.74,53.56,4.83,0
34.0,56.29,10.29,54.59,8.57,0
24.88,60.67,24.93,84.98,7.28,0
21.98,50.34,46.92,55.9,5.36,0
12.93,59.28,77.61,43.6,7.57,0
20.12,92.27,41.95,49.62,5.84,0
11.66,82.5,30.17,73.6,4.56,0
18.78,58.06,18.86,65.99,6.81,0
30.98,51.78,37.58,99.46,5.28,0
25.39,62.47,3.75,48.4,6.61,0
27.54,85.67,36.85,40.42,6.84,1
35.8,72.3,26.87,80.17,4.79,1
3.06,76.78,11.41,45.06,9.09,0
8.76,76.78,16.63,86.9,4.35,0
29.24,61.78,92.99,52.98,5.18,0
16.92,58.44,36.69,61.61,9.42,0
26.36,57.9,70.15,96.07,4.07,0
36.01,98.21,91.6,54.76,4.94,1
29.7,96.98,12.33,47.41,6.78,0
37.39,87.39,59.67,69.03,7.76,1
6.93,82.36,90.68,54.57,5.94,1
30.51,61.25,94.88,49.41,7.55,0
28.4,55.84,42.83,59.83,4.96,0
1.29,96.73,40.27,69.56,7.84,1
2.68,64.03,96.83,40.38,6.04,0
2.32,59.47,73.23,44.0,7.77,0
21.58,96.24,86.7,50.66,7.66,1
31.28,57.81,77.42,44.24,8.55,1
16.81,64.9,66.87,48.38,6.84,1
1.13,58.91,40.13,84.71,6.46,0
7.82,50.74,40.11,70.58,4.38,0
37.99,59.2,68.75,58.39,4.41,1
10.54,72.71,83.11,65.88,5.18,0
34.28,76.54,6.75,74.35,6.2,1
15.45,58.39,87.22,84.5,4.2,0
21.33,85.83,53.19,98.09,9.89,1
20.1,76.78,54.26,99.75,9.26,1
6.24,80.03,77.99,43.07,9.91,0
15.28,65.97,83.36,82.76,8.13,0
39.99,59.93,22.39,43.27,7.45,0
23.0,89.83,79.9,60.92,7.27,1
19.14,67.65,3.79,81.23,7.16,1
22.42,76.09,71.37,57.96,6.65,0
11.26,87.07,56.33,86.35,6.57,0
23.09,93.77,72.05,85.23,9.22,1
29.4,72.42,83.99,81.46,6.66,1
5.12,98.62,96.39,51.4,6.87,1
11.86,76.38,46.87,63.94,9.53,0
9.15,89.68,51.87,81.2,9.23,0
30.05,53.86,34.78,96.95,8.81,0
37.49,54.64,28.01,76.02,7.13,1
17.56,80.71,58.87,50.42,7.23,1
25.7,69.27,36.35,51.72,4.55,0
2.22,88.2,42.37,46.29,7.42,0
6.13,78.59,10.44,62.63,7.28,0
15.99,80.9,10.56,99.01,6.19,1
26.91,58.38,91.34,88.62,8.98,1
25.97,77.59,17.98,52.82,6.86,0
8.49,77.23,82.95,77.77,5.98,0
6.18,86.88,71.49,65.82,9.08,0
37.58,85.15,43.83,71.1,7.25,1
14.86,81.14,21.16,66.26,7.13,0
18.96,57.95,5.08,97.35,7.14,0
4.72,98.44,87.16,40.5,5.08,0
36.5,80.46,67.41,61.9,9.51,1
27.05,58.19,18.4,92.87,7.46,1
20.89,90.21,6.55,40.02,6.66,1
17.82,57.06,91.98,80.74,8.03,1
3.01,63.55,28.03,40.57,6.39,0
9.36,78.15,26.15,83.87,7.12,0
34.39,57.61,62.19,71.22,8.39,1
25.27,54.34,52.18,49.05,9.36,0
8.56,84.01,25.86,62.65,5.38,0
8.38,52.08,20.97,48.0,9.05,0
14.65,67.53,89.9,84.34,7.17,0
25.0,62.28,29.49,57.01,8.68,0
22.15,96.78,7.11,51.17,6.34,0
21.55,78.96,62.46,41.5,5.51,0
34.89,53.46,86.19,91.39,8.71,1
34.59,70.48,4.37,68.66,8.44,1
33.96,68.69,16.15,56.29,6.6,0
28.4,57.27,21.96,69.62,4.21,0
16.31,86.65,69.36,47.43,5.93,1
11.5,59.36,28.68,41.14,6.75,0
38.27,92.4,86.71,88.2,4.67,1
2.77,96.9,23.59,72.19,6.93,1
25.12,54.37,57.68,49.63,6.03,0
34.0,83.03,5.37,67.9,4.83,1
11.6,81.32,78.32,49.67,5.59,0
39.17,75.62,99.1,63.91,5.81,1
35.55,81.85,67.58,56.66,5.74,1
8.77,95.22,62.7,81.01,7.68,1
11.54,87.82,27.95,68.45,5.52,0
35.99,82.27,73.55,46.66,5.41,1
5.26,71.39,49.46,60.3,8.51,0
8.35,62.1,20.74,82.75,8.5,0
24.73,60.19,71.64,44.75,4.27,0
6.73,60.85,56.31,57.65,5.28,0
23.33,93.21,92.32,49.15,6.78,1
23.45,55.99,45.59,94.76,8.18,0
24.26,55.8,92.26,61.31,4.49,0
10.78,51.06,79.88,68.54,6.69,0
33.02,86.32,17.05,61.93,8.08,0
38.85,50.27,57.71,56.42,6.55,0
11.84,96.0,73.66,97.31,9.77,1
34.75,98.56,3.52,87.05,5.82,1
12.43,61.7,11.27,45.85,8.93,0
14.61,52.04,90.59,82.21,4.29,0
31.63,98.19,41.27,66.56,7.46,1
6.36,60.46,93.98,54.53,4.74,0
3.41,76.8,28.11,90.79,8.11,0
16.08,82.45,63.89,93.95,9.75,0
6.06,79.63,43.89,90.75,8.54,0
4.1,92.3,91.65,97.86,6.43,1
23.96,74.19,73.98,85.59,6.2,1
8.18,76.11,42.25,73.13,9.04,0
12.74,99.95,75.06,48.29,7.39,1
29.43,78.04,75.68,77.22,7.83,1
4.63,59.89,1.38,40.63,4.36,0
39.76,58.39,62.2,70.38,4.51,1
13.04,93.38,5.52,97.14,4.37,0
22.28,67.99,78.22,82.8,4.96,1
31.88,97.35,1.13,70.44,5.33,1
10.24,90.28,81.95,52.11,7.18,1
14.31,97.23,67.59,78.13,8.95,1
9.04,78.08,98.56,78.79,8.53,1
15.76,52.09,14.7,69.7,5.88,0
29.66,92.54,45.89,65.35,9.74,1
28.86,78.98,42.06,41.96,9.91,1
8.1,93.39,18.77,98.89,7.38,1
19.6,64.21,40.62,55.12,9.37,0
27.84,92.85,22.4,46.19,8.0,1
29.79,60.03,1.91,50.79,7.25,0
25.81,64.11,43.92,71.33,4.91,0
8.6,57.24,36.75,50.17,8.51,0
34.86,56.92,51.14,48.96,4.11,0
12.25,55.2,43.65,64.82,9.16,0
15.43,76.75,92.11,77.22,5.38,1
22.78,83.78,25.86,56.89,7.23,0
34.52,60.58,87.41,70.55,5.69,1
26.34,95.75,13.77,64.68,9.55,1
28.37,54.97,45.35,87.8,7.98,0
9.44,55.45,8.89,45.49,6.75,0
14.75,94.19,63.85,85.34,7.3,1
6.34,84.67,89.23,72.96,8.21,0
29.74,59.14,61.52,51.99,9.94,0
38.0,99.27,68.91,47.71,9.77,1
29.66,51.65,51.57,77.04,5.04,1
5.86,55.43,44.21,46.54,4.69,0
28.04,64.1,97.45,88.28,8.03,1
17.9,86.73,97.69,76.54,7.12,1
4.59,85.74,66.38,81.33,8.74,0
39.98,89.86,82.06,76.95,10.0,1
29.24,77.26,87.22,94.19,4.22,1
25.28,79.98,21.95,42.53,4.92,0
35.05,67.26,80.5,74.23,8.69,1
13.69,69.21,13.36,83.46,4.3,0
27.01,54.83,63.8,57.02,9.56,0
19.26,55.93,93.55,68.0,9.68,0
5.83,84.86,59.57,48.35,9.89,0
22.1,51.24,34.65,65.38,7.79,0
25.64,72.63,86.74,50.72,4.86,1
19.46,83.11,43.99,90.19,5.38,1
5.89,74.12,83.8,54.01,7.69,0
3.94,53.45,53.44,66.42,9.98,0
26.93,88.37,15.33,68.36,9.91,1
33.68,73.8,23.31,91.25,9.66,1
37.04,64.63,78.01,78.08,4.11,1
16.14,58.5,97.22,73.39,6.76,0
37.59,80.73,94.17,42.76,9.95,1
32.97,96.21,50.03,46.53,4.51,1
17.54,63.22,18.6,53.82,8.55,0
16.85,93.73,7.65,86.6,9.96,1
14.01,83.17,44.45,44.59,4.59,0
3.7,50.91,2.24,86.73,5.07,0
1.38,92.47,89.42,89.56,6.3,0
10.57,69.8,64.17,69.75,4.7,0
10.93,92.24,73.12,96.6,4.15,0
29.46,59.95,29.81,75.96,9.37,1
7.14,75.93,65.78,99.18,4.14,0
28.0,60.25,10.12,85.45,8.86,0
29.48,74.47,26.62,42.83,5.08,0
18.93,96.1,84.89,57.58,4.8,1
5.59,75.28,37.18,96.18,9.82,0
29.06,99.65,18.82,71.78,7.28,1
36.63,63.54,22.43,51.28,8.07,1
15.28,80.15,64.8,86.55,7.5,0
30.59,98.34,58.49,93.94,6.18,1
29.93,87.74,10.54,44.43,4.25,0
3.11,84.59,86.75,50.09,8.47,0
3.17,87.14,90.33,79.65,8.85,0
27.39,66.52,13.83,86.9,7.53,0
33.41,64.54,34.82,55.47,7.43,1
36.9,57.23,71.93,80.89,7.67,1
6.52,80.17,44.59,63.58,7.04,0
23.75,96.12,35.73,96.04,9.92,1
12.0,88.25,95.02,83.6,9.97,1
9.69,99.3,31.92,57.67,9.98,1
29.8,99.59,80.91,63.02,8.43,1
17.11,71.7,36.37,63.83,9.7,0
18.07,75.84,50.98,88.91,6.28,1
33.93,91.2,96.0,96.41,9.1,1
10.31,88.28,63.75,74.62,9.29,0
21.61,88.75,33.23,69.53,6.75,1
33.28,77.88,27.27,93.25,8.35,1
6.14,79.34,49.44,74.14,4.14,0
24.25,92.17,61.73,45.21,5.94,0
33.65,97.18,57.6,73.9,8.93,1
30.81,88.86,12.82,55.41,5.47,1
35.49,88.57,41.84,80.49,8.4,1
2.27,57.92,67.34,95.19,8.95,0
27.97,92.79,63.49,51.73,5.38,1
8.95,97.26,35.68,61.24,7.3,0
22.72,63.63,54.91,72.12,7.59,1
31.22,59.57,15.13,79.17,9.39,1
17.39,58.25,11.4,63.68,4.51,0
28.46,51.13,20.0,95.5,5.53,1
33.78,70.33,28.75,49.96,7.22,1
37.88,58.95,75.07,63.87,8.01,1
22.26,56.36,59.63,80.81,4.38,0
13.33,86.46,0.43,86.52,4.89,0
16.21,88.1,53.63,82.52,9.26,1
34.76,85.08,37.57,66.89,4.72,1
10.37,83.29,36.18,97.53,4.98,0
35.45,75.88,79.93,73.83,5.49,1
3.26,53.06,50.09,65.51,9.4,0
38.88,98.9,17.01,87.39,6.57,1
5.65,99.29,22.03,57.6,5.74,0
35.45,94.23,31.21,63.44,4.04,1
22.09,88.1,33.89,90.79,8.29,1
22.89,88.3,39.97,84.25,4.49,1
39.25,79.8,87.87,95.38,6.58,1
38.1,55.62,33.47,68.78,8.48,0
32.15,91.09,57.37,45.59,4.38,1
26.41,83.87,0.35,96.09,5.07,1
27.43,53.91,17.89,86.72,8.01,0
6.21,80.36,76.75,51.89,4.42,0
19.23,59.36,43.62,42.42,5.85,0
17.74,77.83,31.85,91.29,6.78,0
4.97,62.48,29.42,92.98,5.93,0
1.44,81.92,46.61,86.47,9.29,0
1.63,88.81,0.32,74.46,6.78,0
29.76,52.48,31.39,62.78,7.56,0
18.45,53.67,95.11,79.7,9.65,0
20.13,99.89,13.99,62.95,9.33,1
10.89,84.17,1.0,73.53,5.46,0
22.09,65.45,0.28,49.81,5.81,0
5.96,61.89,71.33,65.53,7.18,0
7.38,70.94,56.82,80.32,6.53,0
32.89,97.29,99.49,90.15,6.72,1
2.07,84.47,33.19,64.01,6.68,0
36.72,99.69,15.32,58.01,7.12,1
14.19,77.52,54.37,55.04,9.91,0
37.35,71.13,18.7,95.69,5.71,1
3.48,60.25,69.86,51.72,4.54,0
13.2,76.91,17.36,48.03,8.9,0
24.13,82.2,35.03,76.52,7.25,1
37.57,75.76,53.72,62.88,7.81,1
4.51,56.7,73.63,80.96,9.59,0
32.56,58.4,79.02,85.53,6.59,0
24.91,89.42,35.04,99.18,5.7,1
25.96,60.7,50.73,69.66,5.44,0
39.7,55.27,56.92,63.73,4.87,0
13.52,58.19,33.68,85.84,8.74,0
15.05,94.94,72.59,87.2,4.4,0
21.9,81.17,10.14,96.77,6.48,1
25.38,88.6,51.07,58.92,9.45,1
13.16,61.46,43.69,69.2,4.41,0
28.55,81.45,22.82,77.33,7.27,1
4.2,59.69,23.9,98.9,4.2,0
8.6,76.03,36.7,85.58,7.17,0
1.52,53.66,85.75,99.33,8.83,0
30.24,75.85,12.72,89.71,8.76,0
37.97,61.44,65.45,52.84,5.15,1
30.98,61.06,43.67,88.14,6.06,0
7.74,74.82,65.19,74.48,4.64,0
12.07,78.63,27.81,59.99,9.68,0
27.18,85.09,83.16,51.39,5.03,1
13.07,65.21,10.39,48.76,6.76,0
16.87,64.42,79.22,47.66,7.6,0
10.98,54.2,13.13,65.38,5.17,0
21.83,65.88,19.3,94.96,9.15,0
34.91,67.3,11.84,77.99,5.69,1
10.35,74.67,83.01,69.87,4.64,0
21.65,70.81,74.46,68.53,4.92,1
26.94,84.89,6.0,49.72,4.63,0
1.26,72.64,90.73,86.11,6.61,0
10.87,92.03,95.74,57.46,6.29,1
23.12,76.54,94.86,83.37,6.08,1
33.18,79.39,17.9,46.92,9.45,1
9.89,84.86,65.4,86.12,6.32,1
36.06,83.76,13.96,86.13,6.51,1
33.16,96.71,36.31,41.25,5.6,1
16.37,87.03,97.39,91.22,4.63,1
32.73,97.77,64.54,47.17,9.84,1
34.12,67.1,73.09,92.9,8.46,1
11.98,98.65,97.58,58.78,9.0,1
5.49,79.95,17.21,98.65,6.84,0
4.94,65.5,57.64,65.46,6.69,0
35.35,56.89,6.65,99.18,4.35,0
20.28,75.88,45.45,46.41,5.77,0
27.19,98.13,87.5,49.16,7.09,1
16.21,92.08,2.02,69.4,5.6,0
31.43,87.33,51.85,44.29,8.97,1
33.14,52.72,84.28,96.35,4.83,1
35.81,88.68,31.16,79.07,8.89,1
26.03,84.39,92.23,83.06,7.29,1
35.79,91.88,64.67,68.94,9.35,1
34.81,55.24,5.52,90.97,8.36,1
11.59,69.7,65.39,67.13,9.13,1
23.95,66.86,38.64,71.5,4.87,0
11.22,88.61,15.1,72.12,6.27,0
25.87,88.0,92.72,60.77,6.74,1
35.99,75.0,97.75,93.98,6.86,1
19.84,68.19,77.27,60.9,4.86,0
33.16,55.17,84.64,81.46,7.91,1
1.67,57.58,99.11,80.43,9.94,0
34.82,50.52,2.86,48.07,4.75,0
37.82,88.73,11.34,86.68,7.2,1
13.22,96.02,93.2,93.68,8.99,1
28.68,51.67,58.72,60.49,7.95,0
32.95,89.76,42.26,90.43,8.43,1
5.85,63.81,15.46,77.03,4.18,0
17.16,75.74,3.52,84.4,7.33,1
9.06,84.66,76.47,44.16,5.69,0
30.12,66.75,2.71,47.63,9.45,0
16.83,99.12,43.69,87.86,6.24,1
1.01,99.28,5.39,62.62,5.57,0
11.24,83.6,74.48,41.3,9.81,0
8.93,99.19,53.11,56.51,6.21,0
3.92,55.88,25.23,76.68,6.08,0
21.7,50.6,24.48,90.94,5.46,0
14.14,92.57,58.56,59.8,9.52,1
9.54,84.62,12.25,62.0,4.33,0
37.53,65.6,63.51,50.74,5.73,1
13.63,76.23,93.85,70.55,8.36,1
5.98,69.92,46.27,74.12,8.19,0
21.4,72.68,70.35,72.96,6.13,1
35.8,78.5,27.76,95.63,4.91,1
31.34,75.83,52.65,44.63,7.57,0
6.78,80.73,52.45,46.01,5.81,0
12.66,66.62,38.85,45.22,9.42,0
10.25,78.11,19.55,81.13,4.25,0
37.18,93.15,63.79,65.22,6.71,1
11.89,68.08,95.34,62.74,9.04,0
7.61,64.05,45.16,98.43,6.3,0
18.75,74.44,11.4,78.65,7.37,0
24.86,66.04,35.41,83.6,7.17,0
7.18,95.17,68.47,89.41,8.16,1
1.96,80.34,49.32,43.78,5.86,0
4.7,87.07,30.7,90.8,9.72,0
26.39,51.52,85.55,53.49,7.85,1
7.37,54.9,61.62,75.82,8.96,0
11.09,70.16,88.47,72.03,5.54,1
27.35,70.86,97.32,85.14,8.39,1
34.98,53.29,60.75,91.67,6.12,1
38.15,89.72,19.48,97.05,4.32,1
15.96,78.19,57.94,83.01,8.95,1
9.83,74.97,11.75,40.76,6.27,0
29.83,83.77,78.48,88.68,5.04,1
28.78,84.64,9.81,41.49,4.97,0
39.0,66.54,47.93,93.02,6.89,1
4.82,73.8,71.81,57.29,8.27,0
35.25,79.06,92.37,88.32,7.69,1
7.85,50.22,89.59,53.59,4.9,0
30.15,57.07,6.82,82.22,8.16,1
39.82,69.49,98.83,70.79,7.36,1
10.04,52.24,44.73,77.07,6.78,0
29.95,52.72,20.97,82.2,7.08,0
31.19,75.73,97.73,69.74,7.24,1
11.96,80.69,86.55,50.67,8.18,1
36.93,62.12,64.07,93.64,8.56,1
3.72,94.79,61.15,77.53,5.02,0
9.93,90.46,40.41,99.38,9.62,1
12.49,92.97,2.57,54.87,8.01,1
4.51,72.85,58.32,51.99,4.63,0
10.56,90.79,47.28,43.78,8.06,0
31.7,83.43,90.83,59.34,4.29,1
11.42,54.69,53.07,63.96,6.8,0
20.76,50.67,74.62,79.64,7.86,0
6.28,97.0,96.22,48.92,5.39,1
24.08,76.98,9.39,80.19,6.18,0
24.82,86.69,51.56,65.46,4.43,1
9.51,58.08,89.3,67.01,7.75,0
3.91,84.91,88.86,58.11,6.63,1
28.37,82.55,31.41,82.85,5.64,1
25.7,95.09,62.38,83.57,9.18,1
19.81,65.18,65.26,47.25,4.95,0
35.92,68.18,79.65,91.47,4.48,1
39.11,80.73,72.93,99.26,6.44,1
29.56,93.99,70.82,53.64,8.94,1
38.53,63.43,70.71,83.48,9.27,1
6.74,54.78,37.97,97.32,4.04,0
7.22,66.26,56.9,43.58,4.72,0
39.96,81.92,78.87,99.95,7.22,1
15.68,99.87,25.07,96.6,4.65,1
22.82,58.67,34.83,83.43,5.46,0
37.84,90.56,55.57,74.56,8.75,1
24.56,61.24,24.24,45.39,5.27,0
34.93,75.72,45.88,79.65,5.2,1
28.58,87.45,51.42,72.43,5.82,1
34.38,55.4,16.78,50.15,7.52,0
19.34,89.87,23.99,94.48,5.28,1
38.03,53.91,16.3,69.79,6.9,1
5.89,66.23,73.04,50.56,5.28,0
32.5,51.65,9.04,87.28,4.04,0
10.18,92.18,24.51,62.47,6.27,0
25.13,80.11,72.07,62.19,9.73,1
31.27,58.28,91.77,58.82,5.84,1
28.34,55.85,25.21,97.71,8.61,1
18.14,73.8,89.55,42.52,5.7,1
37.28,50.37,33.88,71.21,8.79,0
7.31,89.61,84.89,85.55,5.18,1
29.08,98.44,51.19,90.13,5.56,1
10.87,51.76,57.32,72.47,6.32,0
27.83,79.29,46.87,86.1,4.18,1
8.43,80.58,75.64,98.41,6.03,1
2.86,50.51,38.94,73.16,5.02,0
31.61,88.28,64.68,60.7,7.14,1
32.88,62.97,59.92,99.71,9.43,1
7.33,82.63,25.06,91.76,7.67,1
32.48,60.51,78.34,61.07,8.61,1
13.79,54.38,48.82,92.57,7.42,0
23.27,62.53,45.28,87.09,9.89,0
24.47,93.86,57.86,80.06,7.18,1
36.63,88.0,86.0,76.0,9.66,1
23.24,74.53,29.7,45.31,9.15,0
34.89,55.81,32.88,85.09,8.4,0
17.44,60.53,37.25,50.09,7.96,0
26.47,98.1,18.88,86.72,6.65,1
8.47,57.03,77.54,83.53,5.49,0
28.78,64.38,47.27,66.45,7.77,0
37.18,77.69,9.59,47.31,6.15,1
17.66,68.49,69.57,66.72,8.03,1
26.24,63.46,12.81,46.74,5.67,0
22.23,83.97,67.67,58.0,8.02,0
1.57,57.83,38.56,55.8,7.13,0
36.4,73.61,61.41,66.86,5.02,1
32.56,55.78,23.35,44.2,7.11,0
17.2,64.39,61.62,62.15,8.87,0
4.55,67.98,9.33,80.1,5.11,0
14.71,81.99,96.25,82.17,6.22,1
21.5,72.9,86.07,40.67,7.82,1
10.52,64.24,26.39,76.47,8.86,0
33.47,84.2,29.74,54.87,6.24,1
12.52,73.66,92.47,64.65,4.34,1
8.99,86.17,22.71,46.52,7.96,0
7.74,69.28,51.72,40.06,7.81,0
29.32,86.3,58.96,87.49,8.72,1
22.32,78.46,25.25,57.22,4.23,0
28.14,62.37,58.05,50.14,6.65,0
12.32,77.2,67.24,67.61,9.77,0
16.6,56.76,87.17,93.02,5.22,1
35.93,50.46,59.41,70.24,5.3,1
13.89,84.56,90.04,47.32,7.14,1
36.22,58.89,56.32,55.34,8.47,1
38.69,79.61,63.89,58.67,8.35,1
1.76,73.3,95.81,46.27,7.25,0
20.27,71.81,81.8,89.15,9.99,1
25.26,65.69,97.73,72.85,8.74,1
1.49,76.11,55.91,94.07,7.31,1
14.66,98.61,24.74,77.0,6.68,0
2.09,88.3,87.82,41.55,5.78,0
